vuelo_id,fecha,airline_iata,airline_name,origen_iata,destino_iata,flight_status,retraso_salida_min,retraso_llegada_min,tiene_retraso,severidad_retraso,condicion_clima,grupo_clima,impacto_clima,condiciones_adversas,dia_semana,mes,anio
VL19414,2026-05-19,CM,Copa Airlines,BOG,MDE,demorado,69,65,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19415,2026-05-19,IB,Iberia,GRU,BOG,demorado,53,52,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19416,2026-05-19,LA,Latam Airlines,EZE,BOG,demorado,50,44,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19417,2026-05-19,IB,Iberia,MDE,PTY,completado,25,29,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19418,2026-05-19,TK,Turkish Airlines,CLO,BOG,completado,28,26,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19419,2026-05-19,LA,Latam Airlines,BOG,MEX,completado,21,13,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19420,2026-05-19,B6,JetBlue Airways,MAD,BOG,completado,25,29,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19421,2026-05-19,IB,Iberia,MDE,BOG,demorado,86,89,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19422,2026-05-19,CM,Copa Airlines,BOG,BAQ,demorado,73,50,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19423,2026-05-19,AA,American Airlines,BAQ,BOG,demorado,83,80,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19424,2026-05-19,CM,Copa Airlines,BOG,MEX,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19425,2026-05-19,AC,Air Canada,GRU,BOG,demorado,65,60,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19426,2026-05-19,AV,Avianca,LIM,BOG,demorado,72,56,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19427,2026-05-19,DL,Delta Air Lines,MIA,BOG,demorado,59,63,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19428,2026-05-19,TK,Turkish Airlines,LIM,BOG,demorado,78,51,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19429,2026-05-19,AV,Avianca,BOG,JFK,demorado,47,28,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19430,2026-05-19,DL,Delta Air Lines,BOG,JFK,demorado,46,51,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19431,2026-05-19,UA,United Airlines,BOG,MDE,demorado,58,57,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19432,2026-05-19,UA,United Airlines,BOG,MAD,demorado,65,45,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19433,2026-05-19,UA,United Airlines,BOG,CLO,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19434,2026-05-19,AA,American Airlines,BOG,BAQ,demorado,67,69,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19435,2026-05-19,LA,Latam Airlines,BOG,CLO,completado,40,29,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19436,2026-05-19,AV,Avianca,BOG,BAQ,demorado,79,75,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19437,2026-05-19,UA,United Airlines,CLO,MIA,demorado,98,63,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19438,2026-05-19,AC,Air Canada,GRU,BOG,demorado,73,53,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19439,2026-05-19,LA,Latam Airlines,CTG,BOG,completado,44,42,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19440,2026-05-19,UA,United Airlines,BOG,CTG,demorado,85,69,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19441,2026-05-19,UA,United Airlines,MEX,BOG,completado,36,23,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19442,2026-05-19,LA,Latam Airlines,MAD,BOG,completado,29,30,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19443,2026-05-19,TK,Turkish Airlines,JFK,BOG,demorado,90,72,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19444,2026-05-19,DL,Delta Air Lines,JFK,BOG,completado,45,40,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19445,2026-05-19,AC,Air Canada,CTG,MDE,demorado,73,86,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19446,2026-05-19,CM,Copa Airlines,MDE,MIA,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19447,2026-05-19,B6,JetBlue Airways,BOG,MAD,en_vuelo,16,16,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19448,2026-05-19,TK,Turkish Airlines,CLO,MIA,demorado,52,35,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19449,2026-05-19,TK,Turkish Airlines,BOG,MAD,demorado,62,66,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19450,2026-05-19,AA,American Airlines,MDE,MIA,demorado,50,58,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19451,2026-05-19,AV,Avianca,GRU,BOG,completado,28,19,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19452,2026-05-19,UA,United Airlines,BOG,MDE,demorado,92,92,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19453,2026-05-19,DL,Delta Air Lines,BOG,CTG,completado,37,33,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19454,2026-05-19,AV,Avianca,CTG,BOG,completado,42,34,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19455,2026-05-19,TK,Turkish Airlines,CUN,BOG,demorado,66,64,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19456,2026-05-19,DL,Delta Air Lines,BOG,MDE,en_vuelo,16,12,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19457,2026-05-19,CM,Copa Airlines,PTY,BOG,demorado,53,62,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19458,2026-05-19,LA,Latam Airlines,BOG,BAQ,demorado,82,83,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19459,2026-05-19,DL,Delta Air Lines,BOG,MEX,demorado,68,82,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19460,2026-05-19,TK,Turkish Airlines,BOG,LIM,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19461,2026-05-19,AC,Air Canada,GRU,BOG,demorado,69,46,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19462,2026-05-19,DL,Delta Air Lines,EZE,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19463,2026-05-19,AV,Avianca,BOG,MEX,demorado,56,45,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19464,2026-05-19,AV,Avianca,MDE,BOG,demorado,48,49,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19465,2026-05-19,CM,Copa Airlines,MDE,MIA,demorado,61,53,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19466,2026-05-19,UA,United Airlines,BOG,MIA,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19467,2026-05-19,DL,Delta Air Lines,BOG,GRU,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19468,2026-05-19,AA,American Airlines,CLO,BOG,completado,29,20,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19469,2026-05-19,IB,Iberia,EZE,BOG,completado,26,24,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19470,2026-05-19,B6,JetBlue Airways,EZE,BOG,demorado,62,38,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19471,2026-05-19,AC,Air Canada,BOG,JFK,demorado,94,58,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19472,2026-05-19,AV,Avianca,BOG,MDE,demorado,82,54,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19473,2026-05-19,AC,Air Canada,GRU,BOG,completado,30,19,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19474,2026-05-19,IB,Iberia,SCL,BOG,demorado,67,41,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19475,2026-05-19,AC,Air Canada,MDE,BOG,demorado,63,46,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19476,2026-05-19,UA,United Airlines,BOG,MIA,demorado,79,64,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19477,2026-05-19,B6,JetBlue Airways,BOG,MAD,demorado,55,46,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19478,2026-05-19,AA,American Airlines,MDE,PTY,completado,31,32,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19479,2026-05-19,AV,Avianca,BOG,MAD,demorado,76,67,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19480,2026-05-19,CM,Copa Airlines,MAD,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19481,2026-05-19,CM,Copa Airlines,MDE,PTY,demorado,74,68,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19482,2026-05-19,AC,Air Canada,CUN,BOG,demorado,92,95,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19483,2026-05-19,AC,Air Canada,GRU,BOG,demorado,56,55,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19484,2026-05-19,B6,JetBlue Airways,LIM,BOG,demorado,53,56,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19485,2026-05-19,AC,Air Canada,BOG,CTG,completado,42,44,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19486,2026-05-19,LA,Latam Airlines,BOG,MDE,demorado,57,36,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19487,2026-05-19,DL,Delta Air Lines,BOG,MEX,demorado,54,59,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19488,2026-05-19,LA,Latam Airlines,MDE,MIA,demorado,57,54,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19489,2026-05-19,CM,Copa Airlines,LIM,BOG,completado,39,43,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19490,2026-05-19,AC,Air Canada,BOG,MIA,demorado,67,66,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19491,2026-05-19,AV,Avianca,CTG,BOG,demorado,92,110,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19492,2026-05-19,AC,Air Canada,BOG,MAD,completado,36,30,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19493,2026-05-19,B6,JetBlue Airways,GRU,BOG,completado,40,36,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19494,2026-05-19,B6,JetBlue Airways,MEX,BOG,demorado,63,38,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19495,2026-05-19,UA,United Airlines,CTG,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19496,2026-05-19,DL,Delta Air Lines,CTG,BOG,demorado,65,73,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19497,2026-05-19,DL,Delta Air Lines,BOG,MDE,completado,17,14,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19498,2026-05-19,AC,Air Canada,BOG,MIA,completado,38,33,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19499,2026-05-19,B6,JetBlue Airways,PTY,BOG,demorado,65,70,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19500,2026-05-19,IB,Iberia,MDE,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19501,2026-05-19,AV,Avianca,MIA,BOG,en_vuelo,36,42,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19502,2026-05-19,B6,JetBlue Airways,GRU,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19503,2026-05-19,TK,Turkish Airlines,BOG,JFK,demorado,64,54,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19504,2026-05-19,AC,Air Canada,CTG,MDE,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19505,2026-05-19,CM,Copa Airlines,MIA,BOG,demorado,64,64,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19506,2026-05-19,B6,JetBlue Airways,MEX,BOG,demorado,53,46,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19507,2026-05-19,AA,American Airlines,BOG,CTG,demorado,90,96,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19508,2026-05-19,IB,Iberia,BOG,MEX,demorado,52,40,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19509,2026-05-19,AV,Avianca,SCL,BOG,demorado,64,69,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19510,2026-05-19,AC,Air Canada,CTG,BOG,completado,28,33,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19511,2026-05-19,CM,Copa Airlines,PTY,BOG,demorado,76,62,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19512,2026-05-19,AC,Air Canada,CUN,BOG,demorado,48,41,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19513,2026-05-19,B6,JetBlue Airways,MDE,PTY,demorado,71,68,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19514,2026-05-19,AA,American Airlines,MIA,BOG,demorado,70,68,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19515,2026-05-19,CM,Copa Airlines,MDE,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19516,2026-05-19,B6,JetBlue Airways,MIA,BOG,demorado,56,55,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19517,2026-05-19,TK,Turkish Airlines,BOG,MAD,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19518,2026-05-19,LA,Latam Airlines,MEX,BOG,completado,41,47,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19519,2026-05-19,AV,Avianca,LIM,BOG,completado,26,23,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19520,2026-05-19,IB,Iberia,PTY,BOG,demorado,59,51,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19521,2026-05-19,AV,Avianca,BAQ,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19522,2026-05-19,DL,Delta Air Lines,BOG,MIA,demorado,86,98,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19523,2026-05-19,CM,Copa Airlines,MDE,MIA,demorado,67,50,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19524,2026-05-19,DL,Delta Air Lines,BOG,GRU,en_vuelo,27,31,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19525,2026-05-19,AV,Avianca,MIA,BOG,demorado,57,54,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19526,2026-05-19,AC,Air Canada,GRU,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19527,2026-05-19,TK,Turkish Airlines,SCL,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19528,2026-05-19,LA,Latam Airlines,CLO,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19529,2026-05-19,B6,JetBlue Airways,EZE,BOG,demorado,57,43,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19530,2026-05-19,CM,Copa Airlines,BOG,LIM,demorado,81,59,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19531,2026-05-19,UA,United Airlines,JFK,BOG,en_vuelo,30,27,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19532,2026-05-19,AA,American Airlines,MAD,BOG,demorado,56,56,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19533,2026-05-19,AC,Air Canada,BOG,MAD,completado,33,28,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19534,2026-05-19,TK,Turkish Airlines,GRU,BOG,demorado,54,45,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19535,2026-05-19,UA,United Airlines,BOG,GRU,demorado,61,57,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19536,2026-05-19,CM,Copa Airlines,BOG,MEX,demorado,91,93,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19537,2026-05-19,UA,United Airlines,CLO,MIA,completado,42,33,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19538,2026-05-19,LA,Latam Airlines,BOG,JFK,demorado,88,91,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19539,2026-05-19,AC,Air Canada,BOG,MDE,en_vuelo,37,23,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19540,2026-05-19,UA,United Airlines,MAD,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19541,2026-05-19,AA,American Airlines,LIM,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19542,2026-05-19,AV,Avianca,MAD,BOG,demorado,56,42,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19543,2026-05-19,AA,American Airlines,LIM,BOG,completado,34,28,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19544,2026-05-19,IB,Iberia,MDE,MIA,demorado,77,88,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19545,2026-05-19,LA,Latam Airlines,BAQ,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19546,2026-05-19,CM,Copa Airlines,CLO,MIA,demorado,91,107,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19547,2026-05-19,DL,Delta Air Lines,BOG,MAD,completado,44,44,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19548,2026-05-19,CM,Copa Airlines,PTY,BOG,demorado,54,46,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19549,2026-05-19,AV,Avianca,LIM,BOG,demorado,47,54,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19550,2026-05-19,LA,Latam Airlines,LIM,BOG,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19551,2026-05-19,LA,Latam Airlines,BOG,CTG,demorado,67,62,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19552,2026-05-19,AC,Air Canada,CLO,BOG,demorado,75,82,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19553,2026-05-19,AV,Avianca,CLO,BOG,completado,32,34,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19554,2026-05-19,LA,Latam Airlines,CUN,BOG,demorado,63,55,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19555,2026-05-19,B6,JetBlue Airways,BOG,MEX,completado,39,36,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19556,2026-05-19,AC,Air Canada,JFK,BOG,completado,37,27,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19557,2026-05-19,CM,Copa Airlines,CTG,BOG,completado,35,26,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19558,2026-05-19,IB,Iberia,GRU,BOG,demorado,55,63,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19559,2026-05-19,IB,Iberia,MDE,MIA,completado,28,27,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19560,2026-05-19,B6,JetBlue Airways,CLO,BOG,demorado,100,117,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19561,2026-05-19,DL,Delta Air Lines,BOG,BAQ,demorado,53,60,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19562,2026-05-19,IB,Iberia,MDE,PTY,completado,29,25,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19563,2026-05-19,LA,Latam Airlines,CLO,MIA,demorado,48,34,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19564,2026-05-19,AV,Avianca,BOG,CLO,completado,22,24,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19565,2026-05-19,CM,Copa Airlines,PTY,BOG,completado,34,22,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19566,2026-05-19,LA,Latam Airlines,BOG,JFK,demorado,59,66,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19567,2026-05-19,IB,Iberia,BOG,MAD,demorado,53,33,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19568,2026-05-19,TK,Turkish Airlines,PTY,BOG,demorado,65,56,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19569,2026-05-19,DL,Delta Air Lines,BOG,MEX,demorado,63,40,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19570,2026-05-19,LA,Latam Airlines,GRU,BOG,completado,19,12,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19571,2026-05-19,AA,American Airlines,CTG,MDE,demorado,62,39,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19572,2026-05-19,AV,Avianca,BAQ,BOG,completado,43,31,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19573,2026-05-19,UA,United Airlines,BOG,MIA,demorado,84,69,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19574,2026-05-19,DL,Delta Air Lines,CTG,MDE,completado,28,25,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19575,2026-05-19,CM,Copa Airlines,BOG,GRU,demorado,67,64,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19576,2026-05-19,DL,Delta Air Lines,BOG,LIM,cancelado,0,0,False,sin_retraso,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19577,2026-05-19,AC,Air Canada,BOG,CTG,demorado,52,43,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19578,2026-05-19,CM,Copa Airlines,MEX,BOG,demorado,63,43,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19579,2026-05-19,UA,United Airlines,GRU,BOG,demorado,50,40,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19580,2026-05-19,IB,Iberia,MIA,BOG,demorado,75,61,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19581,2026-05-19,CM,Copa Airlines,BOG,MIA,demorado,63,58,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19582,2026-05-19,AV,Avianca,CTG,BOG,demorado,76,60,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19583,2026-05-19,CM,Copa Airlines,CTG,MDE,demorado,67,63,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19584,2026-05-19,B6,JetBlue Airways,JFK,BOG,demorado,59,60,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19585,2026-05-19,LA,Latam Airlines,BOG,MEX,demorado,82,64,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19586,2026-05-19,CM,Copa Airlines,MDE,BOG,demorado,69,73,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19587,2026-05-19,B6,JetBlue Airways,PTY,BOG,completado,17,19,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19588,2026-05-19,CM,Copa Airlines,MIA,BOG,demorado,75,47,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19589,2026-05-19,TK,Turkish Airlines,PTY,BOG,completado,37,34,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19590,2026-05-19,AA,American Airlines,EZE,BOG,completado,39,36,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19591,2026-05-19,AA,American Airlines,BOG,CTG,demorado,85,58,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19592,2026-05-19,UA,United Airlines,MAD,BOG,completado,37,23,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19593,2026-05-19,UA,United Airlines,CLO,BOG,demorado,70,56,True,severo,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19594,2026-05-19,LA,Latam Airlines,CLO,MIA,demorado,54,63,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
VL19595,2026-05-19,CM,Copa Airlines,BOG,MIA,demorado,58,58,True,moderado,Tormenta eléctrica,tormenta,alto,True,Tuesday,5,2026
