incidente_id,fecha,motivo,prioridad,airline_iata,airline_name,agente_id,is_resolved,estado,minutos_retraso_asociado,satisfaccion_cliente,tiempo_resolucion_horas,mes,anio
CAS-113898,2026-05-23,Reembolso,media,LA,Latam Airlines,USR_010,True,resuelto,0,4.7,8.0,5,2026
CAS-113899,2026-05-23,Cambio de Itinerario,media,AV,Avianca,USR_013,True,resuelto,0,3.6,1.3,5,2026
CAS-113900,2026-05-23,Check-in,baja,B6,JetBlue Airways,USR_014,True,resuelto,0,4.4,1.2,5,2026
CAS-113901,2026-05-23,Equipaje,media,TK,Turkish Airlines,USR_002,False,pendiente,0,3.3,,5,2026
CAS-113902,2026-05-23,Check-in,baja,DL,Delta Air Lines,USR_009,False,pendiente,0,3.5,,5,2026
CAS-113903,2026-05-23,Reembolso,media,IB,Iberia,USR_013,False,pendiente,0,1.9,,5,2026
CAS-113904,2026-05-23,Retraso de Vuelo,alta,AV,Avianca,USR_011,True,resuelto,76,4.5,6.3,5,2026
CAS-113905,2026-05-23,Retraso de Vuelo,alta,IB,Iberia,USR_011,True,resuelto,161,4.5,2.1,5,2026
CAS-113906,2026-05-23,Retraso de Vuelo,alta,UA,United Airlines,USR_008,True,resuelto,85,3.7,0.9,5,2026
CAS-113907,2026-05-23,Cancelación,alta,UA,United Airlines,USR_008,True,resuelto,0,4.6,6.6,5,2026
CAS-113908,2026-05-23,Cancelación,alta,TK,Turkish Airlines,USR_001,True,resuelto,0,4.4,7.4,5,2026
CAS-113909,2026-05-23,Retraso de Vuelo,alta,AV,Avianca,USR_011,True,resuelto,24,3.4,5.2,5,2026
CAS-113910,2026-05-23,Retraso de Vuelo,alta,LA,Latam Airlines,USR_014,False,pendiente,113,1.8,,5,2026
CAS-113911,2026-05-23,Retraso de Vuelo,alta,LA,Latam Airlines,USR_011,False,pendiente,184,3.3,,5,2026
CAS-113912,2026-05-23,Cancelación,alta,TK,Turkish Airlines,USR_003,True,resuelto,0,3.3,5.2,5,2026
CAS-113913,2026-05-23,Retraso de Vuelo,alta,AA,American Airlines,USR_006,True,resuelto,81,4.5,6.9,5,2026
CAS-113914,2026-05-23,Check-in,baja,AC,Air Canada,USR_015,False,pendiente,0,2.2,,5,2026
CAS-113915,2026-05-23,Cancelación,alta,AA,American Airlines,USR_003,False,pendiente,0,3.3,,5,2026
CAS-113916,2026-05-23,Check-in,baja,IB,Iberia,USR_006,True,resuelto,0,4.6,5.3,5,2026
CAS-113917,2026-05-23,Reembolso,media,DL,Delta Air Lines,USR_003,True,resuelto,0,3.5,2.8,5,2026
CAS-113918,2026-05-23,Reembolso,media,TK,Turkish Airlines,USR_013,True,resuelto,0,3.2,1.8,5,2026
CAS-113919,2026-05-23,Cancelación,alta,AV,Avianca,USR_009,True,resuelto,0,4.1,5.9,5,2026
CAS-113920,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_015,True,resuelto,183,3.4,6.9,5,2026
CAS-113921,2026-05-23,Cambio de Itinerario,media,LA,Latam Airlines,USR_014,True,resuelto,0,4.3,4.1,5,2026
CAS-113922,2026-05-23,Reembolso,media,AC,Air Canada,USR_001,True,resuelto,0,4.5,1.2,5,2026
CAS-113923,2026-05-23,Cambio de Itinerario,media,CM,Copa Airlines,USR_002,True,resuelto,0,4.1,2.7,5,2026
CAS-113924,2026-05-23,Cancelación,alta,B6,JetBlue Airways,USR_003,False,pendiente,0,2.5,,5,2026
CAS-113925,2026-05-23,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_007,False,pendiente,125,2.0,,5,2026
CAS-113926,2026-05-23,Check-in,baja,TK,Turkish Airlines,USR_014,False,pendiente,0,1.5,,5,2026
CAS-113927,2026-05-23,Cancelación,alta,DL,Delta Air Lines,USR_002,True,resuelto,0,4.2,4.4,5,2026
CAS-113928,2026-05-23,Retraso de Vuelo,alta,IB,Iberia,USR_014,True,resuelto,92,4.0,4.6,5,2026
CAS-113929,2026-05-23,Retraso de Vuelo,alta,IB,Iberia,USR_012,True,resuelto,117,4.5,4.2,5,2026
CAS-113930,2026-05-23,Retraso de Vuelo,alta,AC,Air Canada,USR_010,False,pendiente,208,2.8,,5,2026
CAS-113931,2026-05-23,Cancelación,alta,B6,JetBlue Airways,USR_013,True,resuelto,0,4.2,2.1,5,2026
CAS-113932,2026-05-23,Cancelación,alta,AV,Avianca,USR_003,False,pendiente,0,3.4,,5,2026
CAS-113933,2026-05-23,Check-in,baja,AA,American Airlines,USR_007,False,pendiente,0,2.8,,5,2026
CAS-113934,2026-05-23,Cancelación,alta,AC,Air Canada,USR_001,True,resuelto,0,3.6,2.9,5,2026
CAS-113935,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_006,True,resuelto,137,4.1,4.8,5,2026
CAS-113936,2026-05-23,Cancelación,alta,AV,Avianca,USR_008,True,resuelto,0,3.5,4.7,5,2026
CAS-113937,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_008,True,resuelto,12,3.5,1.8,5,2026
CAS-113938,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_013,True,resuelto,127,4.2,3.5,5,2026
CAS-113939,2026-05-23,Equipaje,media,LA,Latam Airlines,USR_010,True,resuelto,0,3.3,3.7,5,2026
CAS-113940,2026-05-23,Cancelación,alta,AC,Air Canada,USR_003,False,pendiente,0,2.8,,5,2026
CAS-113941,2026-05-23,Reembolso,media,CM,Copa Airlines,USR_012,True,resuelto,0,4.5,5.1,5,2026
CAS-113942,2026-05-23,Cancelación,alta,AA,American Airlines,USR_011,True,resuelto,0,4.2,3.6,5,2026
CAS-113943,2026-05-23,Cancelación,alta,AA,American Airlines,USR_006,True,resuelto,0,3.8,5.9,5,2026
CAS-113944,2026-05-23,Cancelación,alta,UA,United Airlines,USR_008,True,resuelto,0,3.8,0.9,5,2026
CAS-113945,2026-05-23,Check-in,baja,B6,JetBlue Airways,USR_002,True,resuelto,0,4.9,6.5,5,2026
CAS-113946,2026-05-23,Equipaje,media,IB,Iberia,USR_011,True,resuelto,0,4.6,5.8,5,2026
CAS-113947,2026-05-23,Cambio de Itinerario,media,TK,Turkish Airlines,USR_004,True,resuelto,0,3.2,1.5,5,2026
CAS-113948,2026-05-23,Reembolso,media,DL,Delta Air Lines,USR_012,True,resuelto,0,4.0,4.5,5,2026
CAS-113949,2026-05-23,Cancelación,alta,AV,Avianca,USR_013,False,pendiente,0,2.5,,5,2026
CAS-113950,2026-05-23,Check-in,baja,AC,Air Canada,USR_002,True,resuelto,0,3.5,4.2,5,2026
CAS-113951,2026-05-23,Cancelación,alta,UA,United Airlines,USR_010,False,pendiente,0,2.0,,5,2026
CAS-113952,2026-05-23,Cancelación,alta,AV,Avianca,USR_008,True,resuelto,0,3.0,1.9,5,2026
CAS-113953,2026-05-23,Equipaje,media,TK,Turkish Airlines,USR_012,False,pendiente,0,2.7,,5,2026
CAS-113954,2026-05-23,Cancelación,alta,AA,American Airlines,USR_010,True,resuelto,0,4.2,5.8,5,2026
CAS-113955,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_008,False,pendiente,126,2.8,,5,2026
CAS-113956,2026-05-23,Problema de Pago,baja,LA,Latam Airlines,USR_001,False,pendiente,0,2.2,,5,2026
CAS-113957,2026-05-23,Cancelación,alta,AV,Avianca,USR_013,True,resuelto,0,4.9,6.1,5,2026
CAS-113958,2026-05-23,Equipaje,media,DL,Delta Air Lines,USR_007,False,pendiente,0,3.0,,5,2026
CAS-113959,2026-05-23,Reembolso,media,AC,Air Canada,USR_015,True,resuelto,0,4.1,3.1,5,2026
CAS-113960,2026-05-23,Cambio de Itinerario,media,AC,Air Canada,USR_009,True,resuelto,0,3.4,2.7,5,2026
CAS-113961,2026-05-23,Cancelación,alta,AC,Air Canada,USR_013,True,resuelto,0,4.5,4.5,5,2026
CAS-113962,2026-05-23,Cancelación,alta,LA,Latam Airlines,USR_009,True,resuelto,0,4.5,8.0,5,2026
CAS-113963,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_004,True,resuelto,112,3.8,7.6,5,2026
CAS-113964,2026-05-23,Check-in,baja,CM,Copa Airlines,USR_009,True,resuelto,0,4.5,7.5,5,2026
CAS-113965,2026-05-23,Cancelación,alta,AC,Air Canada,USR_008,True,resuelto,0,3.7,0.7,5,2026
CAS-113966,2026-05-23,Cambio de Itinerario,media,CM,Copa Airlines,USR_002,True,resuelto,0,4.6,7.8,5,2026
CAS-113967,2026-05-23,Equipaje,media,CM,Copa Airlines,USR_010,True,resuelto,0,3.2,0.7,5,2026
CAS-113968,2026-05-23,Retraso de Vuelo,alta,AA,American Airlines,USR_001,False,pendiente,147,3.0,,5,2026
CAS-113969,2026-05-23,Cambio de Itinerario,media,AV,Avianca,USR_013,False,pendiente,0,1.9,,5,2026
CAS-113970,2026-05-23,Cambio de Itinerario,media,DL,Delta Air Lines,USR_012,False,pendiente,0,2.8,,5,2026
CAS-113971,2026-05-23,Retraso de Vuelo,alta,LA,Latam Airlines,USR_015,False,pendiente,124,2.0,,5,2026
CAS-113972,2026-05-23,Cancelación,alta,AC,Air Canada,USR_005,True,resuelto,0,4.3,2.3,5,2026
CAS-113973,2026-05-23,Problema de Pago,baja,AA,American Airlines,USR_007,True,resuelto,0,3.5,4.1,5,2026
CAS-113974,2026-05-23,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_003,True,resuelto,81,4.7,4.4,5,2026
CAS-113975,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_001,True,resuelto,77,4.4,8.0,5,2026
CAS-113976,2026-05-23,Retraso de Vuelo,alta,AA,American Airlines,USR_010,True,resuelto,114,4.9,4.8,5,2026
CAS-113977,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_001,True,resuelto,193,3.3,5.5,5,2026
CAS-113978,2026-05-23,Reembolso,media,DL,Delta Air Lines,USR_003,False,pendiente,0,3.4,,5,2026
CAS-113979,2026-05-23,Reembolso,media,AA,American Airlines,USR_001,True,resuelto,0,4.3,5.0,5,2026
CAS-113980,2026-05-23,Reembolso,media,B6,JetBlue Airways,USR_007,False,pendiente,0,2.5,,5,2026
CAS-113981,2026-05-23,Cambio de Itinerario,media,IB,Iberia,USR_007,True,resuelto,0,4.3,2.6,5,2026
CAS-113982,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_008,False,pendiente,80,1.9,,5,2026
CAS-113983,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_014,True,resuelto,110,3.1,6.9,5,2026
CAS-113984,2026-05-23,Cambio de Itinerario,media,DL,Delta Air Lines,USR_006,False,pendiente,0,1.9,,5,2026
CAS-113985,2026-05-23,Cancelación,alta,UA,United Airlines,USR_006,True,resuelto,0,4.6,6.1,5,2026
CAS-113986,2026-05-23,Reembolso,media,UA,United Airlines,USR_004,True,resuelto,0,4.0,6.4,5,2026
CAS-113987,2026-05-23,Cancelación,alta,CM,Copa Airlines,USR_008,True,resuelto,0,3.9,2.6,5,2026
CAS-113988,2026-05-23,Cancelación,alta,TK,Turkish Airlines,USR_012,True,resuelto,0,3.3,3.4,5,2026
CAS-113989,2026-05-23,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_010,True,resuelto,240,4.2,5.4,5,2026
CAS-113990,2026-05-23,Cancelación,alta,B6,JetBlue Airways,USR_001,False,pendiente,0,2.1,,5,2026
CAS-113991,2026-05-23,Retraso de Vuelo,alta,AC,Air Canada,USR_004,False,pendiente,58,3.1,,5,2026
CAS-113992,2026-05-23,Retraso de Vuelo,alta,IB,Iberia,USR_007,True,resuelto,172,3.5,2.7,5,2026
CAS-113993,2026-05-23,Cancelación,alta,AV,Avianca,USR_011,True,resuelto,0,3.2,2.2,5,2026
CAS-113994,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_010,True,resuelto,157,3.7,3.1,5,2026
CAS-113995,2026-05-23,Cambio de Itinerario,media,CM,Copa Airlines,USR_006,True,resuelto,0,4.2,1.8,5,2026
CAS-113996,2026-05-23,Equipaje,media,DL,Delta Air Lines,USR_010,True,resuelto,0,3.8,2.8,5,2026
CAS-113997,2026-05-23,Equipaje,media,TK,Turkish Airlines,USR_012,False,pendiente,0,2.1,,5,2026
CAS-113998,2026-05-23,Retraso de Vuelo,alta,IB,Iberia,USR_014,True,resuelto,2,4.2,2.4,5,2026
CAS-113999,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_012,False,pendiente,101,1.7,,5,2026
CAS-114000,2026-05-23,Retraso de Vuelo,alta,UA,United Airlines,USR_009,True,resuelto,42,3.2,5.7,5,2026
CAS-114001,2026-05-23,Equipaje,media,AC,Air Canada,USR_006,True,resuelto,0,3.6,7.1,5,2026
CAS-114002,2026-05-23,Cancelación,alta,AA,American Airlines,USR_001,False,pendiente,0,1.6,,5,2026
CAS-114003,2026-05-23,Equipaje,media,TK,Turkish Airlines,USR_012,False,pendiente,0,3.0,,5,2026
CAS-114004,2026-05-23,Equipaje,media,AV,Avianca,USR_007,True,resuelto,0,3.8,1.2,5,2026
CAS-114005,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_002,True,resuelto,108,3.7,1.6,5,2026
CAS-114006,2026-05-23,Cancelación,alta,UA,United Airlines,USR_005,True,resuelto,0,3.9,6.7,5,2026
CAS-114007,2026-05-23,Cancelación,alta,TK,Turkish Airlines,USR_009,True,resuelto,0,4.1,3.6,5,2026
CAS-114008,2026-05-23,Cancelación,alta,UA,United Airlines,USR_012,True,resuelto,0,4.8,3.5,5,2026
CAS-114009,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_005,True,resuelto,162,3.8,4.3,5,2026
CAS-114010,2026-05-23,Cancelación,alta,UA,United Airlines,USR_005,True,resuelto,0,3.0,6.1,5,2026
CAS-114011,2026-05-23,Equipaje,media,CM,Copa Airlines,USR_015,True,resuelto,0,3.3,7.3,5,2026
CAS-114012,2026-05-23,Check-in,baja,TK,Turkish Airlines,USR_011,False,pendiente,0,2.9,,5,2026
CAS-114013,2026-05-23,Cancelación,alta,AC,Air Canada,USR_015,True,resuelto,0,3.1,4.9,5,2026
CAS-114014,2026-05-23,Cancelación,alta,CM,Copa Airlines,USR_014,False,pendiente,0,2.2,,5,2026
CAS-114015,2026-05-23,Cancelación,alta,DL,Delta Air Lines,USR_008,False,pendiente,0,1.9,,5,2026
CAS-114016,2026-05-23,Cancelación,alta,DL,Delta Air Lines,USR_009,True,resuelto,0,3.2,6.4,5,2026
CAS-114017,2026-05-23,Cambio de Itinerario,media,IB,Iberia,USR_012,True,resuelto,0,3.1,3.7,5,2026
CAS-114018,2026-05-23,Retraso de Vuelo,alta,IB,Iberia,USR_014,False,pendiente,31,2.8,,5,2026
CAS-114019,2026-05-23,Cancelación,alta,AV,Avianca,USR_003,False,pendiente,0,1.7,,5,2026
CAS-114020,2026-05-23,Reembolso,media,CM,Copa Airlines,USR_008,True,resuelto,0,4.6,1.7,5,2026
CAS-114021,2026-05-23,Problema de Pago,baja,AV,Avianca,USR_015,False,pendiente,0,2.6,,5,2026
CAS-114022,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_014,True,resuelto,11,3.2,6.8,5,2026
CAS-114023,2026-05-23,Retraso de Vuelo,alta,AV,Avianca,USR_003,False,pendiente,39,2.6,,5,2026
CAS-114024,2026-05-23,Retraso de Vuelo,alta,AC,Air Canada,USR_011,True,resuelto,203,4.2,2.8,5,2026
CAS-114025,2026-05-23,Retraso de Vuelo,alta,IB,Iberia,USR_006,True,resuelto,1,4.7,4.2,5,2026
CAS-114026,2026-05-23,Problema de Pago,baja,B6,JetBlue Airways,USR_007,True,resuelto,0,4.9,2.1,5,2026
CAS-114027,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_013,True,resuelto,51,3.9,5.2,5,2026
CAS-114028,2026-05-23,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_002,True,resuelto,169,4.7,3.8,5,2026
CAS-114029,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_008,True,resuelto,229,3.8,3.3,5,2026
CAS-114030,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_010,True,resuelto,175,4.3,4.2,5,2026
CAS-114031,2026-05-23,Equipaje,media,TK,Turkish Airlines,USR_011,False,pendiente,0,3.0,,5,2026
CAS-114032,2026-05-23,Retraso de Vuelo,alta,UA,United Airlines,USR_015,True,resuelto,76,3.7,6.1,5,2026
CAS-114033,2026-05-23,Problema de Pago,baja,B6,JetBlue Airways,USR_004,True,resuelto,0,4.8,1.9,5,2026
CAS-114034,2026-05-23,Cancelación,alta,TK,Turkish Airlines,USR_008,True,resuelto,0,3.6,7.5,5,2026
CAS-114035,2026-05-23,Equipaje,media,AA,American Airlines,USR_002,True,resuelto,0,4.5,2.2,5,2026
CAS-114036,2026-05-23,Equipaje,media,DL,Delta Air Lines,USR_006,True,resuelto,0,4.0,0.6,5,2026
CAS-114037,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_008,True,resuelto,69,4.5,1.9,5,2026
CAS-114038,2026-05-23,Cancelación,alta,UA,United Airlines,USR_005,True,resuelto,0,4.5,6.5,5,2026
CAS-114039,2026-05-23,Retraso de Vuelo,alta,LA,Latam Airlines,USR_003,True,resuelto,39,3.1,4.8,5,2026
CAS-114040,2026-05-23,Reembolso,media,AV,Avianca,USR_006,True,resuelto,0,4.9,4.8,5,2026
CAS-114041,2026-05-23,Equipaje,media,AC,Air Canada,USR_011,True,resuelto,0,3.6,0.6,5,2026
CAS-114042,2026-05-23,Cambio de Itinerario,media,AA,American Airlines,USR_007,False,pendiente,0,3.2,,5,2026
CAS-114043,2026-05-23,Equipaje,media,AV,Avianca,USR_012,False,pendiente,0,1.7,,5,2026
CAS-114044,2026-05-23,Check-in,baja,AC,Air Canada,USR_005,True,resuelto,0,4.6,5.9,5,2026
CAS-114045,2026-05-23,Problema de Pago,baja,IB,Iberia,USR_012,True,resuelto,0,4.1,2.6,5,2026
CAS-114046,2026-05-23,Equipaje,media,IB,Iberia,USR_012,True,resuelto,0,3.4,5.4,5,2026
CAS-114047,2026-05-23,Cancelación,alta,TK,Turkish Airlines,USR_005,False,pendiente,0,2.2,,5,2026
CAS-114048,2026-05-23,Cancelación,alta,AC,Air Canada,USR_005,True,resuelto,0,3.2,7.7,5,2026
CAS-114049,2026-05-23,Cambio de Itinerario,media,LA,Latam Airlines,USR_012,False,pendiente,0,1.7,,5,2026
CAS-114050,2026-05-23,Retraso de Vuelo,alta,UA,United Airlines,USR_003,False,pendiente,127,2.5,,5,2026
CAS-114051,2026-05-23,Problema de Pago,baja,LA,Latam Airlines,USR_006,False,pendiente,0,1.9,,5,2026
CAS-114052,2026-05-23,Equipaje,media,IB,Iberia,USR_012,True,resuelto,0,4.4,7.7,5,2026
CAS-114053,2026-05-23,Equipaje,media,AA,American Airlines,USR_005,True,resuelto,0,3.3,4.9,5,2026
CAS-114054,2026-05-23,Retraso de Vuelo,alta,AA,American Airlines,USR_007,True,resuelto,226,3.3,4.9,5,2026
CAS-114055,2026-05-23,Cancelación,alta,AA,American Airlines,USR_002,True,resuelto,0,3.9,1.1,5,2026
CAS-114056,2026-05-23,Cambio de Itinerario,media,B6,JetBlue Airways,USR_011,False,pendiente,0,3.0,,5,2026
CAS-114057,2026-05-23,Retraso de Vuelo,alta,AA,American Airlines,USR_013,True,resuelto,228,4.6,3.8,5,2026
CAS-114058,2026-05-23,Cambio de Itinerario,media,DL,Delta Air Lines,USR_006,True,resuelto,0,3.7,2.3,5,2026
CAS-114059,2026-05-23,Problema de Pago,baja,B6,JetBlue Airways,USR_008,True,resuelto,0,4.9,1.9,5,2026
CAS-114060,2026-05-23,Equipaje,media,LA,Latam Airlines,USR_001,True,resuelto,0,5.0,4.4,5,2026
CAS-114061,2026-05-23,Cancelación,alta,B6,JetBlue Airways,USR_012,False,pendiente,0,1.8,,5,2026
CAS-114062,2026-05-23,Problema de Pago,baja,UA,United Airlines,USR_002,True,resuelto,0,3.2,3.2,5,2026
CAS-114063,2026-05-23,Cambio de Itinerario,media,TK,Turkish Airlines,USR_010,True,resuelto,0,4.8,0.5,5,2026
CAS-114064,2026-05-23,Reembolso,media,AV,Avianca,USR_006,False,pendiente,0,3.4,,5,2026
CAS-114065,2026-05-23,Cambio de Itinerario,media,AA,American Airlines,USR_011,True,resuelto,0,3.3,7.9,5,2026
CAS-114066,2026-05-23,Equipaje,media,AC,Air Canada,USR_008,True,resuelto,0,3.2,1.8,5,2026
CAS-114067,2026-05-23,Reembolso,media,LA,Latam Airlines,USR_006,True,resuelto,0,4.3,3.1,5,2026
CAS-114068,2026-05-23,Retraso de Vuelo,alta,AV,Avianca,USR_011,True,resuelto,107,4.2,3.8,5,2026
CAS-114069,2026-05-23,Cancelación,alta,IB,Iberia,USR_003,True,resuelto,0,4.4,5.4,5,2026
CAS-114070,2026-05-23,Reembolso,media,UA,United Airlines,USR_009,True,resuelto,0,3.3,3.8,5,2026
CAS-114071,2026-05-23,Check-in,baja,B6,JetBlue Airways,USR_009,False,pendiente,0,2.3,,5,2026
CAS-114072,2026-05-23,Cancelación,alta,CM,Copa Airlines,USR_005,True,resuelto,0,4.4,3.2,5,2026
CAS-114073,2026-05-23,Retraso de Vuelo,alta,LA,Latam Airlines,USR_014,True,resuelto,13,3.6,3.4,5,2026
CAS-114074,2026-05-23,Cancelación,alta,AC,Air Canada,USR_011,True,resuelto,0,3.8,7.7,5,2026
CAS-114075,2026-05-23,Retraso de Vuelo,alta,UA,United Airlines,USR_003,True,resuelto,99,3.2,2.5,5,2026
CAS-114076,2026-05-23,Problema de Pago,baja,UA,United Airlines,USR_011,True,resuelto,0,3.2,3.2,5,2026
CAS-114077,2026-05-23,Equipaje,media,AA,American Airlines,USR_014,True,resuelto,0,3.7,4.1,5,2026
CAS-114078,2026-05-23,Retraso de Vuelo,alta,AC,Air Canada,USR_007,True,resuelto,12,3.9,6.2,5,2026
CAS-114079,2026-05-23,Cancelación,alta,TK,Turkish Airlines,USR_013,True,resuelto,0,3.5,6.9,5,2026
CAS-114080,2026-05-23,Retraso de Vuelo,alta,DL,Delta Air Lines,USR_011,True,resuelto,62,3.5,5.2,5,2026
CAS-114081,2026-05-23,Cancelación,alta,AC,Air Canada,USR_004,False,pendiente,0,3.3,,5,2026
CAS-114082,2026-05-23,Equipaje,media,DL,Delta Air Lines,USR_009,False,pendiente,0,3.0,,5,2026
CAS-114083,2026-05-23,Reembolso,media,LA,Latam Airlines,USR_004,False,pendiente,0,1.9,,5,2026
CAS-114084,2026-05-23,Cancelación,alta,AA,American Airlines,USR_007,True,resuelto,0,4.6,1.7,5,2026
CAS-114085,2026-05-23,Equipaje,media,B6,JetBlue Airways,USR_013,True,resuelto,0,3.4,7.6,5,2026
CAS-114086,2026-05-23,Cambio de Itinerario,media,UA,United Airlines,USR_007,True,resuelto,0,5.0,1.0,5,2026
CAS-114087,2026-05-23,Retraso de Vuelo,alta,AC,Air Canada,USR_004,True,resuelto,77,4.7,7.5,5,2026
CAS-114088,2026-05-23,Equipaje,media,AC,Air Canada,USR_014,True,resuelto,0,4.7,6.1,5,2026
CAS-114089,2026-05-23,Cambio de Itinerario,media,B6,JetBlue Airways,USR_002,True,resuelto,0,3.3,2.0,5,2026
CAS-114090,2026-05-23,Reembolso,media,IB,Iberia,USR_013,True,resuelto,0,3.3,2.0,5,2026
CAS-114091,2026-05-23,Cambio de Itinerario,media,CM,Copa Airlines,USR_015,True,resuelto,0,5.0,7.8,5,2026
CAS-114092,2026-05-23,Retraso de Vuelo,alta,CM,Copa Airlines,USR_003,True,resuelto,223,4.0,7.4,5,2026
CAS-114093,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_008,False,pendiente,18,2.8,,5,2026
CAS-114094,2026-05-23,Retraso de Vuelo,alta,B6,JetBlue Airways,USR_002,True,resuelto,93,3.5,5.1,5,2026
CAS-114095,2026-05-23,Retraso de Vuelo,alta,AC,Air Canada,USR_007,False,pendiente,199,3.2,,5,2026
CAS-114096,2026-05-23,Equipaje,media,DL,Delta Air Lines,USR_013,True,resuelto,0,3.3,0.8,5,2026
CAS-114097,2026-05-23,Equipaje,media,AA,American Airlines,USR_004,False,pendiente,0,2.3,,5,2026
CAS-114098,2026-05-23,Cancelación,alta,LA,Latam Airlines,USR_008,False,pendiente,0,2.6,,5,2026
CAS-114099,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_005,True,resuelto,113,4.5,7.1,5,2026
CAS-114100,2026-05-23,Reembolso,media,CM,Copa Airlines,USR_001,True,resuelto,0,4.0,6.2,5,2026
CAS-114101,2026-05-23,Retraso de Vuelo,alta,IB,Iberia,USR_003,True,resuelto,201,4.0,2.2,5,2026
CAS-114102,2026-05-23,Retraso de Vuelo,alta,LA,Latam Airlines,USR_014,True,resuelto,133,3.0,7.4,5,2026
CAS-114103,2026-05-23,Check-in,baja,DL,Delta Air Lines,USR_010,True,resuelto,0,4.3,1.1,5,2026
CAS-114104,2026-05-23,Check-in,baja,TK,Turkish Airlines,USR_010,True,resuelto,0,4.5,4.8,5,2026
CAS-114105,2026-05-23,Retraso de Vuelo,alta,AA,American Airlines,USR_005,True,resuelto,186,4.3,1.5,5,2026
CAS-114106,2026-05-23,Cancelación,alta,AA,American Airlines,USR_012,True,resuelto,0,3.8,5.5,5,2026
CAS-114107,2026-05-23,Equipaje,media,CM,Copa Airlines,USR_012,False,pendiente,0,2.2,,5,2026
CAS-114108,2026-05-23,Cambio de Itinerario,media,B6,JetBlue Airways,USR_011,True,resuelto,0,4.3,4.4,5,2026
CAS-114109,2026-05-23,Retraso de Vuelo,alta,TK,Turkish Airlines,USR_011,True,resuelto,38,4.6,4.6,5,2026
CAS-114110,2026-05-23,Cancelación,alta,LA,Latam Airlines,USR_011,True,resuelto,0,5.0,5.8,5,2026
CAS-114111,2026-05-23,Cancelación,alta,TK,Turkish Airlines,USR_004,True,resuelto,0,3.3,7.6,5,2026
CAS-114112,2026-05-23,Cancelación,alta,AV,Avianca,USR_002,True,resuelto,0,4.7,7.3,5,2026
CAS-114113,2026-05-23,Check-in,baja,UA,United Airlines,USR_002,True,resuelto,0,3.7,6.5,5,2026
CAS-114114,2026-05-23,Cancelación,alta,UA,United Airlines,USR_001,True,resuelto,0,4.6,1.3,5,2026
CAS-114115,2026-05-23,Retraso de Vuelo,alta,AV,Avianca,USR_005,True,resuelto,72,5.0,6.1,5,2026
CAS-114116,2026-05-23,Problema de Pago,baja,AV,Avianca,USR_008,True,resuelto,0,4.2,5.6,5,2026
CAS-114117,2026-05-23,Problema de Pago,baja,B6,JetBlue Airways,USR_012,True,resuelto,0,4.8,7.9,5,2026
CAS-114118,2026-05-23,Reembolso,media,AC,Air Canada,USR_013,True,resuelto,0,3.9,3.6,5,2026
CAS-114119,2026-05-23,Cancelación,alta,CM,Copa Airlines,USR_006,True,resuelto,0,5.0,2.6,5,2026
CAS-114120,2026-05-23,Retraso de Vuelo,alta,AA,American Airlines,USR_005,True,resuelto,28,3.6,3.0,5,2026
CAS-114121,2026-05-23,Cancelación,alta,CM,Copa Airlines,USR_004,True,resuelto,0,4.6,7.7,5,2026
CAS-114122,2026-05-23,Retraso de Vuelo,alta,AV,Avianca,USR_007,True,resuelto,126,3.5,4.8,5,2026
CAS-114123,2026-05-23,Equipaje,media,AA,American Airlines,USR_001,True,resuelto,0,4.0,3.9,5,2026
CAS-114124,2026-05-23,Retraso de Vuelo,alta,AA,American Airlines,USR_003,True,resuelto,176,4.6,2.6,5,2026
